rank,ticker,composite_score,momentum_score,analyst_score,fundamentals_score,sector,beta,forward_pe,rsi_14,vol_ratio,notes
35,HD,29.68448679147204,34.754356951085626,41.213132980826686,21.112305642143635,Consumer Cyclical,1.085,21.4,68.5,0.88,+5.6% 1mo; +16.8% analyst upside; EPS -14%; Rev -4%
36,MCD,28.894195501278485,19.74317498186378,27.929798006453066,31.32396411768455,Consumer Cyclical,0.532,21.7,57.7,0.83,-1.4% 1mo; +10.7% analyst upside; EPS +8%; Rev +10%
37,WMT,28.183640273879277,29.28224116046137,52.297501825928485,21.745062663988392,Consumer Defensive,0.661,38.8,60.1,0.73,+4.7% 1mo; +7.0% analyst upside; EPS -19%; Rev +6%
38,KO,27.31166608202686,16.954483634851584,47.658991249125606,28.03215616621646,Consumer Defensive,0.361,21.9,50.2,0.73,-0.3% 1mo; +10.5% analyst upside; EPS +4%; Rev +2%
39,PG,27.111037278733225,22.525559823221737,33.324694537099234,25.17719442548772,Consumer Defensive,0.403,20.3,60.7,0.74,+0.1% 1mo; +11.7% analyst upside; EPS -5%; Rev +2%
40,RTX,26.292648838057858,10.107642100546844,33.03164868406582,31.83747240363087,Industrials,0.428,26.1,60.9,0.6,-4.0% 1mo; +9.8% analyst upside; EPS +8%; Rev +12%
41,PM,26.014997926569347,11.15115809613663,54.332858416832764,28.334437069119005,Consumer Defensive,0.451,17.3,40.6,0.82,-4.2% 1mo; +22.1% analyst upside; Rev +7%
42,MRK,25.900968367604328,26.130426291554876,35.67860190574342,22.547339704125914,Healthcare,0.275,12.2,48.7,0.87,+4.0% 1mo; +9.0% analyst upside; EPS -19%; Rev +5%
43,LIN,24.898210471405235,17.34608998109023,40.96791641570358,24.924526749683068,Basic Materials,0.79,25.3,50.9,0.73,+0.7% 1mo; +5.5% analyst upside; EPS -9%; Rev +6%
44,TSLA,23.968548569037406,39.66969257769501,16.05508831887337,6.688353558102827,Consumer Cyclical,1.915,144.5,64.5,1.15,+2.0% 1mo; +3.5% analyst upside; EPS -61%; Rev -3%
45,BRK-B,23.661443067903797,14.574248940115783,25.263863623660875,25.403420432569774,Financial Services,0.699,21.8,58.6,0.93,-2.0% 1mo; +10.2% analyst upside; EPS -2%; Rev -1%
46,UNH,22.7552650971074,51.72964524029642,47.855013677140946,0.0,Healthcare,0.408,16.1,94.0,0.83,+14.2% 1mo; +11.0% analyst upside; EPS -100%; Rev +12%
47,ABT,20.769803016182355,0.0,65.01926626673253,22.800796083940874,Healthcare,1.0,16.0,32.8,1.0,-10.2% 1mo; +26.1% analyst upside; EPS -20%; Rev +8%
48,JNJ,18.324504459304045,15.093862323014726,26.41757596615214,13.271670782176201,Healthcare,0.329,18.4,37.1,0.89,-1.3% 1mo; +7.2% analyst upside; EPS -53%; Rev +10%
49,CVX,17.724069449725874,2.8287328052521397,45.046949433647754,17.367810019785527,Energy,0.587,16.3,22.0,0.89,-7.4% 1mo; +14.8% analyst upside; EPS -24%; Rev -8%
50,XOM,17.6952856897955,0.7571947084623628,28.362933019789637,23.12647450298933,Energy,0.288,14.6,17.8,0.93,-7.1% 1mo; +12.9% analyst upside; EPS -11%; Rev -1%
